"txid","ordertxid","pair","aclass","subclass","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers","posttxid","posstatuscode","cprice","ccost","cfee","cvol","cmargin","net","trades"
"TL5MOI-3UYGZ-PM2IDY","OBOIIB-7XJUU-PSQIXP","SUI/EUR","forex","crypto","2025-01-14 19:26:01.7537","buy","limit",4.46120000,147.66643379,0.59066574,33.10016,0.00000000,"initiated","L7OF5N-TQE2K-QDBKNV,LKHTPM-DCBJT-MW4YZ4","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TITKCW-K463V-4K4M4H","O3LTIU-EPXZJ-JLJTYW","APT/EUR","forex","crypto","2025-01-14 19:56:46.3272","buy","limit",8.58910000,74.99999990,0.18750000,8.73199752,0.00000000,"","LMVNDS-NZ3DF-PW7HAP,LQYTN2-IASQH-67DFZX","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TBGE7F-VTEU4-WNOUM2","OXBSLO-AMVFN-UQ5YWV","SEI/EUR","forex","crypto","2025-01-15 18:36:24.1833","buy","limit",0.384520000,99.999997695,0.249999994,260.06449,0.000000000,"","LUT7HZ-EU3NS-NNDXQG,LKING4-6ZWJT-PD55W5","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TEJWUI-OSIZG-IBX7F7","OSU5GP-XHSEM-3N2PY5","ETH/EUR","forex","crypto","2025-01-20 13:45:12.065","buy","limit",3199.00000,249.99999,0.62500,0.07814942,0.00000,"","LXKP42-WVVTM-RHWZXQ,LDRQKH-6ZH7A-XDP2WK","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TDE47D-EVVDO-SILS6N","OIKG5L-RREZA-D5P2GA","OP/EUR","forex","crypto","2025-01-22 20:19:12.2873","buy","limit",1.66500000,249.99999975,0.62500000,150.15015,0.00000000,"","LZAMBT-3OQYA-7DVP4G,L4UVOO-DIX26-QKL633","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TP2IHX-GWKVU-NCY6SS","OENLU2-DM6RO-AGRAPC","ONDO/EUR","forex","crypto","2025-01-22 20:46:36.119","buy","limit",1.260550000,249.999990566,0.624999976,198.32612,0.000000000,"","LSFDJH-4AZI7-7OAGQQ,LGLGFQ-75V2S-WPYTN4","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TL6RAD-KRR2J-C3QHDJ","OQ3W2T-BBGWD-JNLCT3","ETH/EUR","forex","crypto","2025-01-22 20:51:10.2579","buy","limit",3131.24000,102.63541,0.25659,0.03277788,0.00000,"","LE3JDU-ERF6F-27AYFI,LRFHZH-FAMNP-3WDTEO","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TOMZJF-RWBIU-6IPOAE","OQ3W2T-BBGWD-JNLCT3","ETH/EUR","forex","crypto","2025-01-22 20:51:10.2891","buy","limit",3131.24000,47.36458,0.11841,0.01512646,0.00000,"","L5RYG5-POFAJ-YJGI4C,LP4DEP-SQXYJ-MMDATK","TKH2SE-M7IF5-CFI7LT","","","","","","","",""
"TELMSH-VB7DO-XDM255","OUDC3C-5IMSS-RI2AUL","XRP/EUR","forex","crypto","2025-05-18 16:22:12.4231","buy","limit",2.17972000,1242.44040000,3.60307716,570.00000000,248.48808000,"","LRJRFU-IGJY3-GZPBJK,LP5SD2-H2DTM-6FOWE3,LEISNL-MW6GK-WAK7DX,LP5T3K-BTTJA-QVA7RE,LT63LF-E5CYY-32I665,LU72HK-ZEMOU-JFY6ZO,LHSPWH-CCXLQ-VVUKIX,LO7YV7-ULZ7Q-VY3YMN,LCBANF-MTCUI-FGEQ75,LDC3F5-3OQNB-U6MQH5,LJIUQJ-MKE6B-B3KIRG,LFF5DO-VJHW2-VCKIZE,LWW5UJ-BUS6T-3NNGFH,LCVS2N-RG7SN-ZYZUGT,LE4CQ6-Y5XVO-B4GUBN,LQD3AB-MO6KK-FRTKBH,LPT5TD-DGXAX-6LN2CB,LLFPEN-LQ5KT-YL3ROG,L4CGR2-VTFOE-DMDDGE,LIH2GS-KHLEY-AH3I47,LFCMBV-G7C2D-NNA7EF,LFG474-STXLQ-NT3UPH,L44MLG-Y7KGS-Y2F3ZL,LGWCDJ-W5V5M-WESQMK,LO6DJU-FFMH3-4IFJMA,LIY67F-M6FQ7-IRPMLP,LK4BQL-5HRKJ-KEAK7N,LMGU7I-3FO76-N4LOTU,LZSCNJ-46763-PDMPYC,LC4G6D-DP6TU-E3Y7EA,L3BIXN-RAGXD-CMFO6P,LR36LI-UA6PX-UPRN2M,LSLDYU-HRSGX-TDEQLA,L7C2XQ-MPO6V-ESOM6D,LU2DQE-U3KS6-ASM4RU,LABDDK-WVKRL-LQPDU3,LWVZTF-RMV4B-25NRNR,LKEF7J-PGWEY-4KXNN2,LGT6MF-SEAMO-A27UU5,LWC7XO-XOTAN-JHZY73,LHANOB-D26HT-MTV2S3,LCNXUE-UYJNB-Y7XT4D,L2JTWD-43EKA-SAES5S,LEATCC-IIQCV-JX5G5U,LI3YHY-7SDLJ-4M3MV4,L4EE44-DKIKC-ISPOBG,L6AXPI-I7GKL-5TZF42,LOKSHH-O52VN-RHRKN2,LYWGVH-YJF7L-HLK5EA,LKLTBP-SID5G-EJ66KW,LKBPC3-TKMUX-OQU2L2,LWYM63-HZZ6D-IRBDRZ,L2FG2D-OW4SX-K53IJP,LCSV3K-BKTBG-SHIWV7,LHJCXS-DHKRZ-RAJEW7,L5ZX3W-OEII4-CUVS6W,LTTXLC-QD2FI-ACS7EB,LM73GF-SCXSD-PD2MPI,LUPR7G-5OTEX-RGZDPN,L5MPWV-STVHB-YESJ5E,LA4JWO-K3YHC-MNUL4V,LPQKOZ-XOQE5-DPUJE5,L4BW6B-2HD55-OC22AH,L66M2E-RRVUD-XESIXZ,L5KPEB-UQKCC-I5NQZD,L4V2XD-M7IZP-FJH4FV,LGQOLH-ST22A-E5ACWR,LIUA6W-2YE5Z-6EJKUP,L66FY7-ASLCI-LVAUPS,LOWUAS-3VOF2-DNM4YG,LWC3NQ-AFHDY-DQBT5R,LCYDN2-SMY5Y-UFESEY,LOYCJK-KZPYN-SDPEYF,LVC5RW-DOGZH-FO6T34,LMN5EZ-5GXLX-BHXGKZ,LBKWDX-RDWIQ-SH3LFC,LFNSLK-3OILJ-SCCM5X,LMVEZG-KQPUO-IUIQPW,LHYVOY-GM3SG-UD3DGJ,LJN7GL-XRMFF-BFW25R,L5CFZM-YUI6P-ORM6XZ,L57CBI-NXLGE-BCFKU7,LB5P6M-CVWXC-KJ4CWZ,LYVKW5-AQGIR-T6QIWR,LN6GXH-JSSHE-V7V7Q5,LULLOF-6YVWQ-Y2SD7E,LS33TC-DSPUE-JRUV27,L7PCTU-MJIYB-6A7UGQ,L2XIS6-PMSKK-F4BQYD,LK3Y22-UOL7F-EHEYKK,LQO7RY-R3SQ6-VNXPZV,LX3EP2-2HPKY-F43KZL,LIUTYG-KSMW4-2NZNT3,LSPSFJ-4JTM3-4B4WLE,L6UHC5-Y7M6B-KZPR44,LUO7QV-XPH5X-2S3PGR,L5G4MO-HMHAQ-MYCHXO,LDLR6N-3KPHG-6BEAOO,LWNZA3-RXVCJ-L3R7AQ,LICY2O-RFE56-LY3COS,LP7PWR-YPJTM-NHNKND,LWOZ3X-RTSQM-R6DVBJ,LWYBKX-AAWJ4-57CKMC,LWYHY2-4NRGF-G2BZTX,L4C6LI-W74BZ-HG57UL,LB2RLR-VYIMO-ITLWPD,L4AMOM-UY7DS-KMW4HV,LU3JEH-EHBHY-VRD2LL,LO7LEK-W45IG-AO2D3Y,LIIHQX-7S4CU-PUDVPO,LT5KG6-KRRR6-K5ZZW2,LDHFN6-NXQS2-AFEOF7,LA42MR-J5Q2E-T2A6J6,LXCOV4-J35AK-O7GHKR,LG76RN-SY7EL-7JOJZM,LHK3NX-VSD4R-MDWGMT,LJPK6D-JCFIT-A657BG,L46BFL-DVBBO-4ARS5D,L4ODHQ-2ZPPY-HRXZXL,LE72TA-NZSKM-BZ22WA,LDSZKC-SJXCA-RSA3BL,LU34RA-FLYZH-F47HMM,L4VPFV-C3RCQ-SC5PQS,LPBNG2-5YNNQ-44ZKZM,LDE5TO-MAWL5-7MZQOH,LFTXJP-MQ735-L4RWJY,LYA4GX-I3B4O-ANKZTB,LQV6IM-INCLI-VPWF44,LZMSHH-IT4YV-3TZNY3,LK2BGN-TINVW-DXIEA3,LI3HTN-J2QN4-5XK4C7,L5BHMX-6DN6X-6QUK6A,L746Q6-KLDV6-5HKTLI,LUCLHK-HUOSF-IMJNA3,LTMCEN-F7QKB-2FHFWS,LGI7FX-ILZ6P-ARWOOM,LEN626-WO6XN-3WM24D,LARH5Z-EWXFM-EEOVJF,LK5DYR-X4BO4-XQVYV3,LOHQHH-FCWUZ-HUQ5TX,LEC67R-535QW-ZLPJXP,LKAKCA-JE35Z-JIOPGM,LN2AC7-JMBIL-SX2ADT,LOTRX4-A66JQ-IRMGRM,LGKMYE-IZEIC-E4GOXZ,L2YKSF-NBDW7-5AQ3LB,LSRVE4-VRWWY-VWIBVK,L5YMNQ-S4VDZ-3CYO7N,LAWPYC-6KHE6-VD3Y5W,L7R32G-K6RBW-INERSG,L32DH5-42RAI-Z2WAP5,LP3HCY-ELELH-N5G6PB,LODU62-CVUG3-CICCWP,LZZF6T-USM7I-G5HKNI,LSFUIR-6D2QT-PTNDA6,LFACCP-4KIO5-AZMDC7,LSM6I4-EKWFF-YJPOXO,LO3DZX-CFTRV-K37GAT,LTDYZ3-ETPY5-IBYB66,LVZTUR-JL3YT-JUX2QQ,LQ5CW7-DLOFJ-U7NYI3,L6HFSY-JBQDW-R46I64,L7GOLX-TJ3BH-EID3HJ,LW55FB-VURY2-IIRNAV,LHMTB2-JT5RE-YHVG45,LMLEA4-5JMM2-OATXKR,LL3ND5-JXJ6N-YNNQUE,LOPLSS-FC4VY-AEQM6E,L2FSYM-PYXTQ-E4OBDR,LAUF2E-CP26H-IVO5GS,LIZKZD-NN57A-BZUMXZ,LU76WV-5Z6IW-QTTDKJ,LQCBU7-K4VC4-D5HQ3N,L3EPZH-KIKBD-Z5RQSP,LIFGGH-MELQK-PDFC2H,L77ODO-S4DWU-5Z5SV4,LSYFX5-WG2LJ-D3Y653,LYFQJB-W245C-TBMOBH,LK7UDQ-LOEW7-S7SPSN,LSFRMS-ISLRL-WOQNDQ,LKNOAN-AIKBS-E4J4OQ,LBMFRT-ARBFM-GSXKYL,LUOHET-MFGX6-BEBA7C,L4VK42-5B726-VLLQQQ,LRJOK5-25FVZ-3EOSJY,LCJJ4F-3HDLW-GWHICJ,LLKH2T-K75ZD-WXA6NV,LX4FXC-RNPUC-YBZUCL,LRRYWL-CQOPO-MNHNRX,LVC7DK-GYAVM-QJZNUZ,LWRPQD-M6LSC-ICE7DQ,LTVUIW-LJZNE-N5WZPI,LFUFDQ-UYVBT-XYO7CQ,LLTWEE-KVSTA-5GFB3R,LOPA4C-JDDZT-3HDKU4,L4YQSM-X3TC3-V6YCLW,L7FEBT-5LZRS-CE5XDZ,L4EWEY-WLLAI-G7BDUX,LEP2LN-RE4S4-3IX4BX,LAJQIT-F65VY-VG36KN,LVORMJ-JRWAO-HJDJOA,LYBELB-JOBYH-RV46BH,LHMEX4-5KBBV-YW232X,LTFTVI-ZQRPD-JUTWQB,LRXL5P-YIOFR-VXLH6V,LCUGQG-Q3W5X-7X3Q67,LH44PW-CXIWH-IUNWQF,LJOQVS-FUSXG-4VE6DI,LJYN4Z-BU5W5-6AKKXZ,LJH5QE-563L7-O555TC,LIKA4N-OF6ZI-KNRUQW,LDGVTX-MKUN2-W4RSY7,L6ZNFL-USPAW-PEVNKF,LBLOGK-ICI7M-HY7A4O,LT5KWY-GMZPJ-25KT7S,LBDLQD-PAAVM-KPGAMA,L7KXJC-WECPI-4M74ZO,LFIV5Q-KT2YQ-UIFZWI,LS5E3O-OHS26-PMFIQU,L34J5H-4UY5G-G7LYR3,LBOZWZ-VLV73-RZRMMJ,LGRJMA-YDKMR-2J62OS,L766RL-HYWFW-3FAS25,LXD2ZY-LZQWA-R7KAEH,LIRSWC-T3KJA-22VN2U,L7PWFA-BPKRS-D7FYSL,LOWVEH-4IVUN-SEFOIS,LYAEUR-NGSPK-3D6HRV,LTTY6W-YET37-HT4LLD,LB4CML-5DWB6-OLKLZP,LT42KU-5RX3M-2IHHZB,LLRCXD-Z6LIF-6DHK6X,LH57U3-7BROJ-YEZZWB,LWPI7R-ZW26B-IWUDBK,LSOKDB-X4WAM-DHRX4Y,LWXSPM-U22C4-IGZZ7S,LNIKJS-VZNW2-MEXHBF,L5IFCM-DQWQT-Z2D26M,L7FLL7-2NRLI-Q6M5X3,LSXOG4-FBFE7-VGLSQO,L4YGZX-ICSZL-G77X4C,L5BUON-LGOOM-M4KRYR,LN7G7D-Z3W56-44G4HC,LJMJW5-63HJT-L3W5ON,LK7VSK-VAHT2-GI5I2O,LVI6SQ-OESCT-ZV7OEJ,LYIAO3-HGKUE-VFZHQU,LLYISI-3BLVO-R7FMUW,LZKUJE-VLRIY-U5SNTB,LY263A-PYNGW-CHID5N,L3GB56-ZLNGQ-KYH7GU,LS6MCJ-VPUH4-LLK4Z3,LT7D6Q-ABTNF-3BKY43,L2OSUG-PM6DQ-AENYGE,L7KRVP-QWHEX-HYD5AL,LDUMQR-2LAPF-57TVLH,LDRHE7-7YP4T-5MVEL4,LMRSXJ-K4LGS-3NMNBV,LMKQKH-TRO3U-YMMDGE,LRHNTC-LZAWV-74ZSWB,LBLHKV-6BVOH-7HECDX,LDDFEL-6J4EF-B356TZ,LI5YEH-UV2SU-N3JUWL,LJTCZW-5FTYB-VWISZS,L7JE5E-AN4CG-HUFGEH,LY77OW-43HK5-WPPWET,L274G7-OIJ5O-R23RCH,L4J3NN-RK6BD-XWGDJP,LJV4R7-2OVJC-RSDO2M,LOLHG2-OW6N3-UGWJTK,LZRNO6-WBVOX-TG5VRK,L5QKUF-TTKMY-4X53VJ,LTTJ3V-4QUAA-2VPJRA,L7IXVU-5WYUT-CGROAC,LODEXG-K2NN3-WKAMO6,LHD36N-LWZFY-2VKUWB,LRO3IS-NYTF7-BIB26F,LD3V4S-IIOL4-UQLZ3Y,L3OGME-4HUNL-FF2Q5G,LODSUM-OP2F7-KL6T2W,LWXPGC-SWOL3-LF2D4P,LX6MIB-KCNW3-5TTSZL,LBK247-MFAVX-GUK7OI,LFTHG3-YESS5-4LVQXZ,LNVV4U-CDZNA-RICM7Z,LS2YZ7-ODB7S-QPCVA5,LTQK2K-MJR6K-TKL67I,LCGAGP-MTW3P-S57KTD,LFQR22-BN33R-YO4RKW,LG2RY3-DSJGT-TGRMPQ,LCJ3A6-WIPVJ-X5TB5E,LQEQNL-VSYPP-6L2WXE,LVDSSA-3PHKC-MLF4S7,LSMHPW-U5Z6H-SP3JCL,LSDS3Z-R4ZOO-DUPSHE,LFAZ3C-23PSD-SIXNEA,LX2VVA-EHDE5-7OKJIR,LFLX5Z-V4BJP-N4FXCE,LZRYBE-POT6T-W2NPRP,LFFDDN-KF46P-NFIO3N,L7ACKR-46HFY-ARVFI2,LLO3LT-BG3MV-QP4HHY,LOLK73-DNUPS-76XTXS,LWYL6X-LHKG3-URPSQ4,LGZF7B-OTFAC-R3SSYB,L2IQ7V-5IYDO-NYQGWC,LSKVF2-PFCBO-GOUESA,LD3OXN-HS6L2-RTVNRH,L57JBV-372O4-4B5UTQ,LTYRHA-4M42E-C5E7QY,LNIHEN-CNMW4-3JTTW5,LOQ4FS-LFXEA-AQYPE4,LZUEEY-JU7FS-WHS4UY,LXS4MN-36UR4-4ELWQ3,LPERQK-UPTGG-3KYHZU,LP7BY6-WUFUW-KBYHPI,LW2BCK-TA2XL-A6JPCH,LLW2DO-7IEQZ-D7BFGI,LDTHLE-FWY2G-OHWPFO,LH72K7-NEAL6-BSB7W2,L5JKLI-SEJZJ-C53VNW,LQFMV4-2WYX5-POR3JU,LXLM2G-TGA3K-WKGVSL,L5OZSD-HPJ2B-4X34FQ,L65WV5-T57U3-MX4LXF,LOMLDH-W37K4-DQIYBH,LHQM5V-BYYGJ-OJQYTD,LXAQ5W-MAQRI-HOIZD4,L5DMUP-B62PW-DRVW7A,LPKZ5A-O3CFE-5Q56LD,L6NLJ6-FRZ2H-UUZ3JZ,LRZS23-MUBNJ-RDIIOD,LZ7TT6-3R6TF-BQIWK4,LUNWV2-OTKG6-7ZWBJ6,LI42NC-HAB2L-U3STDE,L3Y3ZQ-C4TJM-IWT24O,L7PJXV-V6VJP-PZIU7Q,LDJRVR-TW4EQ-6YN5EN,LUH47X-DCA5Q-BGV4CY,LWKNEU-7ACZ3-7SO3XC,L7M6E3-BX437-UQ3UPW,LTJLPY-3AXDM-MKYNL7,LU4L5S-X6DZC-YK23R5,L4UJQI-AJBMX-DGPFOL,L3U3FO-ZSDI5-UVUWO5,L556EF-ZTFYH-A36477,LJ77TM-VDBC6-XYE3DL,LTKKDD-O7IGQ-3IJS6M,LPE5LY-5V3SU-3L6NAX,LAK7AR-KA57W-QEOWOZ,L6LQG5-3DJW3-BKJ5BX,L3L7NO-VLJ2J-W42TV7,LYDBP5-FHMEN-J2QVOA,LDMF22-7ZQUE-WX6Y5U,LTGSRI-YGZ5D-V34LYO,LUJNTP-ZV7BR-SJB363,L5D7LC-SJ5N3-7CMA2D,LFZRBA-YYGIE-HHUIZV,LJZ7QJ-XM2QX-Q7LMUO,LJ4RPB-KW6I4-VW5OUW,L6OR3M-NJ5KM-LYJOMW,L373EB-JDXTS-DG4VJ6,L5LLJ5-NC34K-YMHMZB,LZ7S6K-RETD6-NUJMRO,LR22EI-HOGTK-PTFCRT,L476QE-GKKCT-3YZEAT,L27H2Y-DI3UG-RUXXK6,LOPEHR-2RFLU-UE3S66,LPLNJY-HEFQV-Z7DYFI,L2PLFB-ASNVN-72SAGP,LNDGVZ-AEOLK-QKHVK6,LMVQCE-YJ6GC-WX3CDJ,LVPTJJ-2LEUL-VXUGJY,LZXVJ5-IZCA7-XXAAD6,LHRVLA-6UVTX-GKFCMY,LED6FE-IKKP5-6CT3QF,L5JYRK-QUF5Q-OBJG7C,LUOW4G-75Z46-SIEHYN,L7M4WK-I4OJ7-JPC52H,LMYZF2-FUYVN-CIPWIN,L2PZYC-JFODB-M4STKU,LZA6L2-FW5MG-BE72X7,LQP7PG-U3L7D-64IV4U,LQUCVZ-4STEG-DVAYMP,LCHFRA-7KOO4-EXOWCE,L6RQ6S-SQVOL-6S3YK3,LM47HD-WT742-UGFZSW,LCFMGW-SFBXC-2HLDQG,LBLHEF-DSAWG-FQ3KGH,L4W2XV-CJ5SJ-ZCPNGZ,L3AYLC-4LH5J-QEOWKP,LAMQX2-AQQTD-AUDKZS,LUY37C-OX76M-GKPIVF,LRTTPW-NVDRB-SXCI2O,LZGBV3-I2BIM-6S3HR6,LKBCCK-CGNS7-46U4YV,LKVV3Q-AOF6V-MLCBUC,LZCIYU-DASI7-QQNRCC,LWVXK5-WM3TQ-66O2FB,L6MW73-UQWBU-FKMKI2,LRNH75-6Q63M-53VAWD,LLR4YV-L753T-M7BNHI,LEAAMY-DVAAN-HQCQM2,LKL67X-5BY2Z-DAPTGD,LKIEOT-GBYU7-57NULT,LDR52R-HLFMV-M7SP7M,L6RPLS-B2YSM-5OMXHR,LMZGWL-4DL47-UDNDH5,LFWVHY-A5SZP-H7II43,LW7XTS-65KTZ-C2UVJQ,LJJK42-FZEYZ-LVQCJK,LDPVPS-6DRR5-TOR43Z,L223QW-OOOOH-SI4TFA,LF3W7H-NEDKW-ANRQEX,LS37IF-GGNRG-5KI73P,LMCE5B-WABLJ-G6LGVE,LEZUOP-G5MTJ-TM7YHI,LNKPWG-GNKTP-UILUE7,LZZHHS-4YVPY-HYYWGI,LN3BVT-O4HDN-7XQ2NZ,L52WGF-GQVKF-2QOP3K,LRZDWP-5FYN4-OYLGMQ,LZ4DRW-XJZWZ-KYYUYY,LKGET3-7TAZC-BZYP2W,L53663-V7OPJ-C6YDUS,LZZASQ-V4MF7-IDRSKD,LXW2NY-JJBHY-HNPDSM,LZFQHE-W5UOU-PMKWQT,LS753O-YCX6Q-DSPCB2,LFWE7V-J5KOD-A5P3RP,LRUY7Z-EWKZI-T6RKWF,LGZ65X-OQDTC-HGK2WL,LEENMS-THXIV-E6IWAG,LWHFCE-V4XET-DJBFU3,L2EDND-4XXBN-SG6DMN,LVIBW2-VTYPH-YMTKMV,LNXJWI-PLMMH-YOIZAY,LWIUK3-YMY4X-AXAICI,LXB3GS-B5TDT-R4WSFL,L3ECCH-KPU75-GUIBUM,LDYQ62-RZWFM-CGR2LU,LVFRH3-IDQAC-QMQP2E,LYGRXA-Y2KJO-FZ2ODO,LBNK4T-FUEIA-SL6KEU,L7FHU6-BRSL7-67DSD5,LWPTF6-N3MRR-LWHGPU,LW7NIG-KQ6LE-RZITQ7,L7Q242-3LNGV-SDLSQM,LN6ZCK-FQSOQ-JKINQJ,L7D3YG-IEETK-6L3R45","TKH2SE-M7IF5-CFI7LT","closed",2.57239064,1466.26266714,5.86505067,570.00000000,146.62626671,214.35413931,"TOQKVM-ICYQW-CDDCTM"
